Age,Height,Weight,Foot,Country,Player_score
23,178,77,Right,Germany,81
23,194,88,Right,Italy,31
23,176,70,Right,England,77
23,177,73,Right,Germany,81
23,188,90,Right,Germany,71
23,177,67,Right,England,52
23,186,77,Right,Germany,28
23,170,71,Right,Italy,57
23,189,76,Right,England,13
23,182,72,Right,Italy,61
23,180,75,Right,England,14
23,175,70,Right,Germany,76
23,184,82,Right,Italy,56
23,180,75,Right,Germany,57
23,176,69,Right,Germany,0
23,185,86,Right,Italy,33
23,175,70,Right,England,14
23,175,63,Right,England,38
23,181,84,Right,Italy,90
23,186,75,Right,Germany,61
23,191,80,Right,Germany,82
23,170,60,Right,Italy,96
23,182,70,Right,Italy,4
23,182,74,Right,Germany,76
23,178,76,Right,Italy,64
23,173,70,Right,Germany,28
23,184,74,Right,Italy,93
23,186,78,Right,Germany,2
23,188,75,Right,Germany,92
23,176,78,Right,Italy,53
23,178,74,Right,England,38
23,175,71,Right,Germany,90
23,166,62,Right,Germany,39
23,189,84,Right,Germany,13
23,183,76,Right,Germany,24
23,183,77,Right,England,19
23,190,77,Right,Germany,93
23,188,83,Right,Italy,58
23,176,67,Right,Italy,64
23,189,87,Right,Italy,77
23,177,74,Right,Italy,58
23,171,63,Right,Italy,41
23,180,71,Right,Germany,70
23,175,70,Right,England,66
23,181,70,Right,Italy,1
23,196,91,Right,Germany,16
23,173,69,Right,Germany,56
23,184,85,Right,England,48
23,171,65,Right,Italy,56
23,181,81,Right,Italy,2
23,190,88,Right,England,32
23,185,77,Right,England,81
23,180,76,Right,Italy,27
23,168,70,Right,Germany,81
23,176,71,Right,England,86
23,182,72,Right,Germany,72
23,170,75,Right,England,53
23,188,77,Right,Italy,2
23,182,75,Right,Germany,77
23,188,70,Right,Germany,25
23,183,88,Right,Italy,77
23,178,73,Right,England,75
23,180,82,Right,Germany,19
23,178,76,Right,England,85
23,172,69,Right,England,41
23,178,73,Right,England,62
23,187,80,Right,Germany,52
23,181,77,Right,Germany,96
23,175,68,Right,Italy,92
23,174,70,Right,Italy,54
23,185,87,Right,Germany,98
23,187,80,Right,Germany,35
23,179,63,Right,Germany,17
23,168,65,Right,England,70
23,178,70,Right,Italy,53
23,175,65,Right,Italy,75
23,175,65,Right,Germany,95
23,173,67,Right,Italy,73
23,180,71,Right,England,38
23,193,78,Right,Germany,55
23,183,76,Right,Italy,61
23,181,78,Right,England,69
23,173,63,Right,Germany,23
23,183,75,Right,Italy,30
23,176,73,Right,Italy,64
23,178,71,Right,Germany,62
23,183,70,Right,England,60
23,179,70,Right,Italy,86
23,187,82,Right,Italy,31
23,184,81,Right,Germany,86
23,180,75,Right,Germany,74
23,182,87,Right,Italy,35
23,176,70,Right,Germany,22
23,185,72,Right,England,17
23,180,78,Right,Italy,26
23,187,76,Right,Germany,55
23,173,64,Right,Germany,66
23,170,62,Right,Germany,31
23,184,75,Right,England,99
23,182,76,Right,Italy,94
23,184,76,Right,England,41
23,172,64,Right,England,31
23,175,72,Right,England,72
23,175,70,Right,Italy,46
23,188,86,Right,England,85
23,191,86,Right,Germany,68
23,170,70,Right,Italy,14
23,178,73,Right,Germany,59
23,178,73,Right,England,64
23,190,88,Right,Italy,33
23,189,80,Right,England,19
23,182,80,Right,England,6
23,183,76,Right,Italy,52
23,178,64,Right,England,67
23,184,76,Right,England,30
23,175,67,Right,England,39
23,193,83,Right,Germany,76
23,185,80,Right,Germany,76
23,193,87,Right,Germany,2
23,177,71,Right,England,73
23,185,79,Right,Italy,75
23,175,76,Right,Germany,7
23,178,72,Right,England,94
23,175,68,Right,Germany,83
23,183,77,Right,Italy,45
23,184,77,Right,Germany,3
23,178,71,Right,England,69
23,181,69,Right,Germany,87
23,178,75,Right,Italy,86
23,182,80,Right,Germany,81
23,183,80,Right,Italy,77
23,178,74,Right,Italy,70
23,191,87,Right,Germany,93
23,178,70,Right,Germany,21
23,184,82,Right,England,87
23,187,81,Right,England,51
23,177,80,Right,England,74
23,192,82,Right,Germany,20
23,173,75,Right,England,72
23,194,75,Right,Germany,6
23,177,76,Right,England,49
23,178,75,Right,Germany,1
23,188,89,Right,England,1
23,190,80,Right,England,52
23,182,65,Right,Germany,44
23,179,75,Right,Italy,91
23,194,80,Right,Germany,88
23,176,68,Right,England,4
23,176,71,Right,England,19
23,178,79,Right,Germany,27
23,189,79,Right,Germany,58
23,178,70,Right,Germany,0
23,179,71,Right,Italy,57
23,182,73,Right,England,75
23,192,83,Right,England,17
23,175,73,Right,Italy,69
23,176,77,Right,Germany,17
23,180,74,Right,Italy,27
23,178,75,Right,Italy,13
23,171,72,Right,Germany,51
23,181,73,Right,Italy,74
23,178,68,Right,Italy,78
23,181,71,Right,England,83
23,190,83,Right,England,99
23,176,72,Right,England,32
23,183,77,Right,England,21
23,174,67,Right,Italy,59
23,182,81,Right,Germany,77
23,186,83,Right,Germany,75
23,186,84,Right,England,37
23,177,72,Right,Germany,96
23,188,87,Right,Germany,22
23,181,74,Right,Italy,95
23,175,73,Right,Germany,80
23,172,62,Right,England,42
23,186,78,Right,England,41
23,175,68,Right,Germany,70
23,168,68,Right,Germany,91
23,187,85,Right,Italy,14
23,163,60,Right,Germany,90
23,188,77,Right,Germany,60
23,181,72,Right,England,93
23,184,80,Right,Italy,16
23,183,76,Right,England,88
23,179,70,Right,Germany,6
23,186,77,Right,Italy,85
23,164,60,Right,Germany,85
23,171,70,Right,Germany,14
23,176,70,Right,Germany,88
23,176,74,Right,England,54
23,185,70,Right,England,74
23,170,72,Right,Italy,43
23,172,75,Right,Italy,21
23,182,82,Right,Germany,4
23,189,82,Right,Germany,72
23,180,72,Right,England,50
23,176,70,Right,Italy,16
23,174,74,Right,Germany,33
23,188,84,Right,Germany,5
23,180,74,Right,Germany,42
23,185,81,Right,Germany,17
23,176,75,Right,Italy,26
23,167,66,Right,Italy,55
23,189,83,Right,Italy,35
23,178,74,Right,Italy,1
23,183,75,Right,England,94
23,188,82,Right,England,24
23,180,75,Right,Italy,26
23,173,74,Right,England,84
23,179,77,Right,England,28
23,186,78,Right,Italy,30
23,186,70,Right,Italy,42
23,184,78,Right,Germany,98
23,175,63,Right,Italy,81
23,186,78,Right,England,99
23,177,75,Right,Italy,30
23,188,80,Right,Germany,52
23,182,80,Right,England,22
23,181,73,Right,Italy,36
23,196,86,Right,Germany,79
23,177,72,Right,Italy,88
23,170,63,Right,Italy,60
23,182,77,Right,Germany,70
23,170,70,Right,England,88
23,180,70,Right,Germany,97
23,175,69,Right,England,24
23,170,62,Right,Italy,43
23,177,71,Right,Germany,53
23,188,77,Right,Italy,7
23,175,67,Right,Germany,62
23,161,61,Right,Italy,90
23,178,76,Right,Italy,57
23,181,73,Right,England,66
23,176,58,Right,Germany,82
23,188,75,Right,Germany,70
23,174,74,Right,England,8
23,174,70,Right,Italy,46
23,187,80,Right,England,24
23,185,94,Right,Germany,15
23,176,74,Right,Germany,27
23,184,78,Right,England,55
23,181,81,Right,Germany,21
23,179,71,Right,England,83
23,180,75,Right,Germany,4
23,173,72,Right,England,0
23,174,84,Right,England,47
23,179,72,Right,Germany,6
23,180,74,Right,England,69
23,168,60,Right,Italy,29
23,187,79,Right,Germany,63
23,184,74,Right,England,47
23,176,70,Right,Italy,90
23,167,67,Right,Italy,16
23,188,81,Right,England,41
23,187,82,Right,Italy,43
23,187,85,Right,Germany,63
23,180,75,Right,Italy,50
23,191,82,Right,Italy,52
23,183,79,Right,Italy,16
23,181,84,Right,Italy,64
23,185,79,Right,Italy,8
23,187,85,Right,Italy,2
23,187,74,Right,England,66
23,183,77,Right,Germany,6
23,198,93,Right,England,22
23,193,88,Right,England,59
23,185,75,Right,Italy,92
23,175,73,Right,Germany,31
23,188,72,Right,Germany,3
23,188,89,Right,Italy,8
23,191,81,Right,Italy,62
23,174,69,Right,England,98
23,183,73,Right,Germany,89
23,181,70,Right,Germany,45
23,187,80,Right,England,34
23,166,64,Right,Germany,57
23,194,96,Right,Italy,90
23,173,70,Right,Italy,35
23,179,75,Right,Germany,40
23,187,85,Right,Italy,30
23,174,64,Right,England,3
23,175,70,Right,Italy,19
23,187,77,Right,Germany,72
23,175,75,Right,Italy,95
23,167,65,Right,England,57
23,180,75,Right,England,35
23,174,72,Right,England,16
23,191,77,Right,Germany,63
23,185,77,Right,Germany,87
23,188,84,Right,Italy,62
23,193,82,Right,England,98
23,189,78,Right,England,31
23,180,70,Right,Italy,36
23,186,80,Right,England,71
23,187,80,Right,Italy,66
23,186,72,Right,England,7
23,176,64,Right,Germany,77
23,190,85,Right,England,34
23,185,80,Right,Germany,42
23,185,80,Right,Germany,3
23,176,76,Right,Germany,40
23,173,71,Right,England,31
23,173,73,Right,Germany,40
23,198,88,Right,Germany,47
23,178,70,Right,Germany,86
23,176,74,Right,Germany,68
23,177,66,Right,Italy,33
23,184,78,Right,England,26
23,174,64,Right,Italy,8
23,186,82,Right,Italy,33
23,177,73,Right,England,41
23,184,79,Right,Italy,50
23,186,72,Right,England,83
23,169,62,Right,Germany,97
23,185,78,Right,Germany,15
23,183,65,Right,Germany,97
23,172,65,Right,England,23
23,188,75,Right,Germany,99
23,172,62,Right,England,66
23,172,65,Right,Germany,35
23,182,71,Right,England,56
23,183,74,Right,Germany,98
23,173,61,Right,Italy,28
23,178,70,Right,Italy,46
23,188,80,Right,Italy,74
23,186,72,Right,Germany,90
23,182,78,Right,Italy,36
23,178,75,Right,Germany,49
23,191,93,Right,England,19
23,175,74,Right,Germany,1
23,185,71,Right,Germany,53
23,187,80,Right,Germany,28
23,179,71,Right,Italy,14
23,176,75,Right,England,79
23,191,91,Right,Germany,80
23,187,82,Right,England,42
23,188,85,Right,England,0
23,172,67,Right,Germany,46
23,188,79,Right,Germany,52
23,181,63,Right,Italy,85
23,190,85,Right,Germany,5
23,169,68,Right,Germany,74
23,177,69,Right,Germany,77
23,173,70,Right,England,24
23,187,90,Right,Italy,30
23,188,87,Right,Germany,26
23,189,88,Right,England,37
23,179,70,Right,Germany,1
23,188,81,Right,Germany,60
23,167,70,Right,England,45
23,177,74,Right,Germany,48
23,183,76,Right,Germany,11
23,176,82,Right,England,52
23,184,80,Right,England,40
23,180,77,Right,England,76
23,175,70,Right,Italy,7
23,180,72,Right,England,57
23,185,77,Right,Germany,2
23,170,78,Right,Germany,28
23,194,88,Right,Germany,21
23,180,76,Right,Germany,97
23,195,81,Right,Germany,35
23,190,86,Right,Germany,98
23,182,72,Right,Germany,67
23,185,73,Right,England,55
23,166,65,Right,Germany,66
23,185,75,Right,England,9
23,169,71,Right,Germany,69
23,185,82,Right,Germany,21
23,173,70,Right,Italy,79
23,181,79,Right,Italy,70
23,175,68,Right,England,35
23,175,75,Right,Italy,87
23,184,79,Right,Germany,1
23,169,68,Right,Italy,84
23,188,81,Right,Germany,57
23,180,67,Right,Germany,98
23,181,76,Right,England,92
23,192,80,Right,England,66
23,180,76,Right,Italy,77
23,172,70,Right,England,94
23,182,81,Right,England,2
23,172,70,Right,Germany,93
23,172,76,Right,England,26
23,184,79,Right,Italy,53
23,180,76,Right,Germany,80
23,175,68,Right,England,9
23,201,84,Right,Italy,12
23,190,82,Right,England,25
23,173,69,Right,England,6
23,180,76,Right,Germany,9
23,195,91,Right,England,1
23,187,81,Right,England,52
23,186,84,Right,England,89
23,191,79,Right,Germany,22
23,188,84,Right,Germany,55
23,188,85,Right,Italy,28
23,177,72,Right,Italy,72
23,175,72,Right,Italy,99
23,183,70,Right,Germany,44
23,180,74,Right,England,59
23,177,74,Right,England,2
23,180,70,Right,Italy,63
23,170,66,Right,Germany,13
23,187,76,Right,Germany,81
23,179,70,Right,Italy,20
23,188,74,Right,England,53
23,180,71,Right,Italy,20
23,171,68,Right,England,31
23,176,67,Right,Germany,92
23,185,79,Right,Germany,83
23,189,77,Right,Germany,90
23,194,84,Right,Italy,86
23,180,72,Right,Italy,54
23,186,70,Right,Germany,35
23,184,80,Right,Italy,21
23,188,75,Right,England,77
23,165,67,Right,England,97
23,187,73,Right,Italy,87
23,181,74,Right,Germany,84
23,183,74,Right,Italy,58
23,185,70,Right,Germany,26
23,185,79,Right,Italy,30
23,178,70,Right,Germany,61
23,185,80,Right,Germany,31
23,191,87,Right,England,72
23,193,85,Right,Italy,83
23,178,76,Right,England,63
23,169,67,Right,England,6
23,180,68,Right,Germany,46
23,179,65,Right,Germany,30
23,193,79,Right,England,28
23,184,65,Right,Italy,20
23,183,79,Right,England,96
23,191,85,Right,Italy,44
23,190,80,Right,England,35
23,180,73,Right,England,60
23,175,78,Right,Germany,65
23,174,72,Right,Germany,53
23,173,66,Right,Germany,10
23,184,83,Right,Italy,7
23,176,71,Right,Italy,70
23,173,70,Right,Italy,18
23,175,68,Right,Italy,8
23,190,84,Right,Italy,63
23,183,75,Right,Germany,34
23,180,79,Right,England,61
23,185,78,Right,Germany,75
23,176,74,Right,Italy,68
23,188,79,Right,Germany,4
23,186,79,Right,Italy,69
23,190,91,Right,England,58
23,178,70,Right,Germany,57
23,188,76,Right,Germany,2
23,173,77,Right,Germany,4
23,181,74,Right,Italy,68
23,162,60,Right,Germany,7
23,180,79,Right,Germany,46
23,175,71,Right,Italy,66
23,180,78,Right,England,37
23,175,71,Right,Germany,99
23,178,70,Right,Italy,67
23,179,73,Right,Germany,21
23,184,73,Right,England,57
23,175,73,Right,England,85
23,187,79,Right,Germany,5
23,176,70,Right,Germany,94
23,170,63,Right,Germany,94
23,172,65,Right,Italy,92
23,188,84,Right,Italy,25
23,177,68,Right,Germany,50
23,181,79,Right,Germany,2
23,184,83,Right,England,28
23,183,78,Right,Germany,59
23,165,66,Right,Germany,4
23,175,72,Right,Italy,6
23,189,85,Right,Italy,28
23,183,77,Right,Italy,70
23,178,68,Right,Germany,43
23,179,78,Right,Germany,27
23,184,73,Right,Italy,30
23,184,78,Right,Italy,99
23,186,78,Right,England,16
23,181,76,Right,England,16
23,188,74,Right,England,11
23,194,86,Right,England,33
23,172,68,Right,Italy,82
23,191,88,Right,England,47
23,183,80,Right,Italy,89
23,170,72,Right,Germany,55
23,185,72,Right,Germany,50
23,179,68,Right,Italy,79
23,191,91,Right,Germany,82
23,192,89,Right,Italy,59
23,174,70,Right,England,75
23,180,74,Right,Italy,2
23,191,85,Right,Italy,29
23,186,80,Right,Germany,1
23,190,80,Right,England,65
23,186,73,Right,Italy,97
23,184,77,Right,Italy,44
23,174,70,Right,Germany,22
23,183,77,Right,Italy,95
23,191,84,Right,Germany,43
23,176,72,Right,Italy,89
23,180,77,Right,Germany,84
23,183,79,Right,England,29
23,172,73,Right,Italy,56
23,181,74,Right,Italy,42
23,185,85,Right,Italy,78
23,193,86,Right,Italy,92
23,183,77,Right,England,25
23,185,77,Right,England,32
23,167,72,Right,England,31
23,181,76,Right,Italy,7
23,185,77,Right,England,11
23,172,70,Right,England,33
23,185,79,Right,England,39
23,194,82,Right,Italy,93
23,199,93,Right,Germany,9
23,173,78,Right,England,73
23,188,79,Right,Germany,24
23,196,90,Right,Germany,97
23,196,93,Right,Italy,97
23,180,72,Right,England,27
23,185,82,Right,England,95
23,190,88,Right,England,66
23,192,78,Right,Italy,26
23,179,62,Right,Germany,36
23,177,79,Right,Germany,94
23,183,70,Right,England,60
23,186,80,Right,England,13
23,182,80,Right,Italy,50
23,185,91,Right,Germany,19
23,181,77,Right,Germany,8
23,179,76,Left,Germany,53
23,194,89,Left,England,35
23,190,80,Left,Italy,16
23,181,74,Left,Germany,25
23,187,80,Left,Italy,49
23,173,75,Left,England,77
23,175,71,Left,Germany,76
23,180,75,Left,Italy,56
23,179,74,Left,Italy,48
23,196,85,Left,Italy,83
23,184,84,Left,Germany,60
23,188,78,Left,Germany,78
23,189,77,Left,England,69
23,188,76,Left,Italy,93
23,188,88,Left,Germany,37
23,175,67,Left,England,80
23,177,70,Left,Italy,16
23,174,68,Left,England,29
23,176,65,Left,Italy,12
23,183,72,Left,Italy,64
23,187,79,Left,Germany,53
23,196,98,Left,Germany,57
23,181,75,Left,Germany,51
23,172,63,Left,England,70
23,177,72,Left,Italy,67
23,175,72,Left,Germany,36
23,182,73,Left,Italy,78
23,187,87,Left,Germany,93
23,183,72,Left,England,97
23,178,72,Left,Italy,97
23,186,84,Left,Germany,0
23,183,74,Left,Germany,17
23,188,77,Left,Germany,9
23,175,65,Left,Italy,87
23,187,71,Left,Italy,85
23,188,80,Left,Germany,30
23,188,84,Left,Germany,76
23,173,68,Left,Italy,18
23,185,74,Left,Germany,54
23,184,77,Left,England,80
23,185,79,Left,England,95
23,168,65,Left,England,55
23,186,78,Left,Germany,35
23,176,66,Left,Italy,48
23,185,78,Left,Italy,97
23,179,73,Left,Italy,83
23,185,78,Left,England,29
23,189,81,Left,Germany,91
23,181,77,Left,England,95
23,192,84,Left,England,45
23,180,80,Left,Italy,52
23,183,72,Left,Italy,75
23,176,63,Left,Germany,47
23,177,65,Left,England,74
23,183,75,Left,Italy,54
23,175,72,Left,England,0
23,181,74,Left,Germany,69
23,179,72,Left,Italy,65
23,188,75,Left,Germany,49
23,173,68,Left,England,57
23,176,74,Left,Italy,72
23,180,65,Left,Italy,20
23,180,78,Left,Italy,90
23,186,84,Left,England,46
23,195,82,Left,England,8
23,186,75,Left,England,18
23,183,73,Left,Italy,74
23,170,64,Left,Italy,86
23,178,83,Left,England,2
23,175,74,Left,Italy,6
23,178,75,Left,England,29
23,186,88,Left,England,41
23,178,68,Left,Germany,80
23,185,77,Left,Germany,37
23,172,69,Left,England,93
23,175,75,Left,Germany,32
23,178,70,Left,Italy,58
23,181,73,Left,England,63
23,170,71,Left,Germany,82
23,169,70,Left,Italy,78
23,177,77,Left,England,21
23,190,76,Left,Italy,39
23,177,74,Left,Italy,71
23,173,73,Left,England,35
23,188,77,Left,England,41
23,170,69,Left,Italy,24
23,174,68,Left,Germany,82
23,191,88,Left,England,57
23,184,78,Left,Italy,64
23,173,70,Left,Germany,41
23,186,81,Left,England,17
23,192,90,Left,Italy,79
23,182,69,Left,Italy,97
23,192,81,Left,Italy,34
23,166,71,Left,England,74
23,180,66,Left,England,65
23,180,75,Left,Germany,82
23,187,75,Left,Italy,85
23,181,74,Left,Italy,55
23,173,67,Left,England,62
23,175,69,Left,Germany,21
23,191,86,Left,Italy,73
23,174,73,Left,Germany,37
23,180,74,Left,Italy,91
23,171,72,Left,Italy,11
23,194,75,Left,England,49
23,186,80,Left,Germany,10
23,180,72,Left,Germany,77
23,181,75,Left,Germany,82
23,175,72,Left,Germany,99
23,184,75,Left,England,27
23,196,89,Left,Italy,92
23,184,72,Left,Germany,49
23,170,64,Left,England,93
23,184,72,Left,Germany,58
23,188,86,Left,England,96
23,182,72,Left,England,55
23,184,81,Left,England,31
23,180,74,Left,England,58
23,189,82,Left,England,93
23,183,84,Left,Italy,40
23,191,83,Left,England,82
23,178,71,Left,Germany,52
23,186,80,Left,Italy,15
23,175,74,Left,England,92
23,179,73,Left,Germany,62
23,191,88,Left,Italy,67
23,180,74,Left,Italy,15
23,168,65,Left,Germany,32
23,180,70,Left,Germany,29
23,174,73,Left,England,20
23,192,85,Left,Germany,71
23,180,76,Left,Germany,2
23,172,66,Left,Italy,69
23,180,77,Left,England,38
23,183,71,Left,England,26
23,281,72,Left,Italy,84
23,177,70,Left,Italy,81
23,180,65,Left,Italy,66
23,180,77,Left,Italy,23
23,183,73,Left,Italy,1
23,187,84,Left,Italy,74
23,188,82,Left,Italy,58
23,180,77,Left,Italy,7
23,178,75,Left,Italy,24
23,196,89,Left,England,52
23,179,78,Left,Germany,48
23,173,70,Left,Germany,73
23,183,84,Left,Italy,27
23,192,85,Left,England,85
23,176,71,Left,England,71
23,193,94,Left,England,76
23,178,71,Left,England,26
23,173,60,Left,Italy,6
23,180,77,Left,Italy,91
23,188,72,Left,England,31
23,170,70,Left,Germany,20
23,171,78,Left,England,62
23,191,85,Left,Germany,38
23,178,64,Left,Italy,38
23,186,81,Left,Germany,68
23,176,72,Left,Germany,12
23,186,84,Left,England,6
23,168,63,Left,England,24
23,181,70,Left,Germany,19
23,175,68,Left,Italy,37
23,170,70,Left,England,27
23,191,80,Left,Italy,12
23,171,74,Left,Germany,64
23,177,70,Left,Germany,13
23,170,68,Left,England,51
23,188,83,Left,England,7
23,170,62,Left,England,79
23,185,79,Left,Italy,77
23,188,80,Left,Italy,77
23,191,79,Left,Italy,71
23,175,71,Left,Germany,35
23,185,78,Left,Italy,16
23,185,76,Left,England,97
23,185,78,Left,Italy,30
23,180,72,Left,Germany,38
23,176,70,Left,Germany,89
23,180,72,Left,England,3
23,179,65,Left,Italy,66
23,188,79,Left,Italy,9
23,188,79,Left,Germany,25
23,185,82,Left,Italy,60
23,183,78,Left,Germany,15
23,183,84,Left,Italy,34
23,175,66,Left,Germany,37
23,170,63,Left,Germany,15
23,187,77,Left,Germany,95
23,177,70,Left,England,83
23,185,71,Left,Italy,76
23,188,75,Left,Italy,4
23,183,82,Left,England,77
23,174,60,Left,Germany,27
23,171,68,Left,Germany,99
23,183,80,Left,Germany,45
23,181,65,Left,Italy,3
23,171,63,Left,Germany,86
23,170,64,Left,Italy,27
23,174,70,Left,England,43
23,180,75,Left,Germany,84
23,190,80,Left,Italy,39
23,174,70,Left,England,21
23,179,70,Left,Italy,12
23,185,78,Left,Italy,55
23,191,88,Left,Germany,17
23,186,79,Left,Germany,52
23,186,79,Left,Italy,82
23,178,74,Left,Italy,19
23,170,65,Left,Italy,1
23,167,63,Left,Italy,13
23,184,77,Left,England,39
23,180,78,Left,Germany,81
23,177,78,Left,Italy,26
23,180,73,Left,England,13
23,188,76,Left,Germany,8
23,183,78,Left,Germany,41
23,192,86,Left,Germany,37
23,189,80,Left,England,68
23,176,70,Left,Germany,24
23,176,72,Left,Italy,50
23,186,80,Left,Italy,39
23,181,68,Left,Italy,61
23,184,78,Left,Italy,9
23,177,70,Left,Italy,59
23,177,75,Left,England,53
23,189,76,Left,England,76
23,183,75,Left,Germany,52
23,191,83,Left,Germany,92
23,183,75,Left,Germany,47
23,173,70,Left,England,71
23,185,78,Left,Italy,69
23,198,94,Left,Italy,94
23,179,81,Left,England,56
23,174,72,Left,Italy,45
23,172,70,Left,Italy,41
23,187,80,Left,England,46
23,175,75,Left,Germany,50
23,174,65,Left,Italy,6
23,164,58,Left,England,18
23,186,81,Left,Italy,30
23,187,80,Left,Italy,55
23,185,82,Left,England,77
23,178,65,Left,England,25
23,183,76,Left,England,27
23,175,68,Left,Italy,83
23,191,85,Left,England,29
23,168,70,Left,Italy,97
23,185,74,Left,Germany,64
23,177,72,Left,Germany,78
23,181,73,Left,Italy,70
23,174,69,Left,Italy,26
23,177,70,Left,Germany,83
23,184,83,Left,Germany,87
23,176,68,Left,Italy,97
23,180,74,Left,Germany,57
23,184,74,Left,Germany,38
23,169,63,Left,Germany,89
23,195,93,Left,Germany,99
23,175,68,Left,Italy,29
23,175,72,Left,England,1
23,178,78,Left,Germany,62
23,176,82,Left,England,75
23,177,69,Left,Germany,90
23,175,65,Left,Germany,33
23,178,74,Left,Italy,68
23,180,77,Left,Italy,85
23,173,72,Left,England,43
23,163,60,Left,Italy,73
23,184,80,Left,England,93
23,185,74,Left,Germany,95
23,186,81,Left,Italy,93
23,193,78,Left,England,83
23,188,79,Left,Italy,12
23,168,67,Left,England,77
23,180,75,Left,England,27
23,180,82,Left,Italy,24
23,182,84,Left,Germany,45
23,176,62,Left,England,31
23,186,77,Left,Germany,45
23,183,79,Left,Italy,71
23,177,70,Left,England,88
23,174,72,Left,Germany,94
23,191,87,Left,Italy,45
23,172,68,Left,England,88
23,166,62,Left,Germany,8
23,174,74,Left,Italy,98
23,172,75,Left,Italy,52
23,180,83,Left,Germany,87
23,180,70,Left,Italy,70
23,182,74,Left,England,43
23,188,92,Left,Germany,69
23,178,70,Left,Italy,3
23,173,75,Left,Germany,4
23,181,83,Left,Germany,37
23,186,83,Left,England,45
23,187,75,Left,England,87
23,177,74,Left,England,11
23,169,69,Left,England,33
23,184,76,Left,Italy,1
23,186,78,Left,Italy,53
23,193,83,Left,England,14
23,189,75,Left,Germany,18
23,178,73,Left,Italy,21
23,175,71,Left,England,5
23,175,68,Left,Italy,66
23,175,71,Left,England,90
23,191,79,Left,Germany,36
23,180,70,Left,England,46
23,177,69,Left,England,51
23,176,74,Left,England,97
23,203,94,Left,England,9
23,175,69,Left,England,68
23,193,83,Left,Italy,30
23,184,77,Left,Germany,78
23,178,76,Left,England,57
23,184,75,Left,Italy,37
23,180,77,Left,England,59
23,174,62,Left,Italy,89
23,185,82,Left,England,1
23,168,65,Left,Italy,32
23,185,87,Left,England,6
23,180,74,Left,England,70
23,180,75,Left,Germany,26
23,183,73,Left,Italy,45
23,175,70,Left,England,55
23,173,70,Left,Germany,56
23,184,77,Left,England,17
23,183,80,Left,England,57
23,179,76,Left,England,7
23,172,69,Left,Italy,52
23,182,70,Left,Germany,81
23,181,74,Left,Italy,62
23,173,70,Left,England,52
23,176,71,Left,England,28
23,176,70,Left,Italy,93
23,194,77,Left,Germany,37
23,184,79,Left,Italy,80
23,190,88,Left,Germany,73
23,185,77,Left,Germany,66
23,196,83,Left,Germany,72
23,178,77,Left,Italy,62
23,176,68,Left,England,67
23,182,80,Left,Germany,69
23,191,76,Left,England,52
23,187,83,Left,Italy,72
23,185,74,Left,England,69
23,186,82,Left,Germany,1
23,182,70,Left,England,67
23,188,80,Left,England,21
23,194,91,Left,Italy,74
23,182,74,Left,Italy,95
23,180,76,Left,England,7
23,175,65,Left,England,11
23,192,72,Left,Germany,11
23,177,69,Left,Germany,37
23,180,73,Left,Germany,4
23,190,82,Left,Italy,53
23,180,75,Left,England,63
23,183,71,Left,Italy,37
23,184,85,Left,England,63
23,186,87,Left,Germany,34
23,185,80,Left,Germany,25
23,174,72,Left,Germany,46
23,183,73,Left,Italy,52
23,187,78,Left,Germany,56
23,179,70,Left,Germany,41
23,174,70,Left,Italy,42
23,183,80,Left,Germany,26
23,190,84,Left,Italy,49
23,180,72,Left,England,34
23,194,82,Left,England,5
23,193,85,Left,Italy,40
23,187,80,Left,Italy,61
23,187,73,Left,England,29
23,190,83,Left,Italy,20
23,186,80,Left,England,52
23,178,75,Left,Germany,1
23,183,75,Left,Germany,46
23,180,71,Left,England,76
23,170,66,Left,Italy,74
23,170,65,Left,Italy,24
23,184,78,Left,Germany,53
23,187,78,Left,Italy,88
23,184,81,Left,Germany,76
23,197,85,Left,Germany,49
23,180,79,Left,Italy,28
23,189,85,Left,Italy,69
23,188,83,Left,Italy,64
23,200,96,Left,Germany,30
23,176,67,Left,Germany,5
23,187,72,Left,Germany,34
23,188,75,Left,England,82
23,195,79,Left,Germany,72
23,178,70,Left,Germany,54
23,178,65,Left,England,12
23,180,75,Left,Italy,89
23,189,80,Left,England,46
23,165,60,Left,Germany,16
23,195,92,Left,England,80
23,173,64,Left,Italy,19
23,186,80,Left,Germany,91
23,180,75,Left,Italy,30
23,188,71,Left,Italy,58
23,166,68,Left,Germany,25
23,187,78,Left,Italy,14
23,187,72,Left,Italy,33
23,185,70,Left,England,34
23,196,82,Left,Italy,31
23,175,75,Left,Italy,44
23,193,80,Left,Italy,12
23,180,73,Left,England,3
23,185,75,Left,Germany,43
23,182,70,Left,England,64
23,175,70,Left,England,79
23,183,79,Left,Italy,88
23,173,73,Left,Germany,9
23,185,77,Left,Italy,78
23,182,69,Left,Italy,43
23,177,68,Left,Germany,78
23,186,79,Left,Germany,62
23,181,79,Left,Italy,94
23,184,83,Left,Italy,81
23,168,68,Left,England,52
23,185,66,Left,Italy,85
23,196,74,Left,Italy,19
23,171,67,Left,Germany,21
23,178,78,Left,Italy,46
23,185,77,Left,Italy,6
23,184,73,Left,Germany,89
23,190,72,Left,Italy,96
23,186,76,Left,Germany,42
23,168,54,Left,England,32
