"Date","Time","CO","NMHC","Benzene","NOx","NO2","Temp","RH","AH"
"30/03/2004","16:00:00",1.6,130,6.2,99,81,18.1,30.6,0.6295
"30/03/2004","17:00:00",2.1,151,9.7,112,99,17.3,34.7,0.6788
"30/03/2004","18:00:00",2.2,272,9.6,117,101,15.8,40.4,0.7228
"30/03/2004","19:00:00",2.7,301,11.9,129,106,15.9,42,0.7541
"30/03/2004","20:00:00",2.4,237,8.7,132,102,15.9,43.5,0.779
"30/03/2004","21:00:00",1.3,95,4.7,73,84,15,46.1,0.7833
"30/03/2004","22:00:00",1.2,68,3.8,68,81,15.1,44.6,0.7574
"30/03/2004","23:00:00",1.5,101,4.7,80,91,14.9,43.5,0.7302
"31/03/2004","00:00:00",1.3,81,3.8,68,82,14.8,41,0.685
"31/03/2004","01:00:00",1,50,2.7,44,64,14.8,40.8,0.6814
"31/03/2004","02:00:00",0.9,66,2.8,47,70,14.8,40.8,0.6834
"31/03/2004","04:00:00",0.5,18,0.8,15,26,14.5,36.1,0.5928
"31/03/2004","05:00:00",0.6,31,1.5,44,58,14.6,36,0.5947
"31/03/2004","06:00:00",1,57,3.5,85,93,14.4,38.5,0.6291
"31/03/2004","07:00:00",3.1,342,15.6,207,110,13.8,58.2,0.9129
"31/03/2004","08:00:00",4.1,644,19.9,230,115,13.2,61.1,0.9256
"31/03/2004","09:00:00",2.2,216,8.6,181,125,10.4,74.4,0.9384
"31/03/2004","10:00:00",1.7,117,6.5,144,118,11.5,71,0.9582
"31/03/2004","11:00:00",1.9,156,7.7,140,109,12.2,70,0.9924
"31/03/2004","12:00:00",2.9,332,11.3,204,123,12.3,73.3,1.0442
"31/03/2004","13:00:00",2.2,232,9.1,149,114,11.3,78.1,1.0411
"31/03/2004","14:00:00",2.6,295,11.2,171,114,13.6,69.2,1.0746
"31/03/2004","15:00:00",3.1,386,13.5,195,119,14.9,59.3,0.9974
"31/03/2004","16:00:00",2.3,278,10.1,152,111,15.7,50.9,0.8997
"31/03/2004","17:00:00",2.4,263,11.3,128,103,15.2,52.9,0.9087
"31/03/2004","18:00:00",2.8,322,11.8,121,103,15.5,50.8,0.8881
"31/03/2004","19:00:00",2.7,226,11.5,142,107,14.3,52.9,0.8581
"31/03/2004","20:00:00",2.3,221,9.3,131,105,13.2,56,0.8446
"31/03/2004","21:00:00",1.5,109,5.5,81,91,12.6,57,0.8315
"31/03/2004","22:00:00",1.4,105,5.1,60,79,12.3,57.8,0.8224
"31/03/2004","23:00:00",1.2,84,4.8,57,79,12,58.4,0.8164
"01/04/2004","00:00:00",1.6,106,6.3,96,86,12,61.6,0.8593
"01/04/2004","01:00:00",1.2,100,5.1,85,70,11.5,63.9,0.8652
"01/04/2004","02:00:00",1.1,71,4.1,50,55,10.7,67.2,0.863
"01/04/2004","04:00:00",0.7,44,2.4,57,49,10.2,66.6,0.8299
"01/04/2004","05:00:00",0.9,45,2.9,64,50,11,63.7,0.8325
"01/04/2004","06:00:00",1.7,134,7.4,153,67,9.6,68.8,0.8243
"01/04/2004","07:00:00",4.2,505,19.8,342,94,9.5,69.6,0.8273
"01/04/2004","08:00:00",6.2,1042,31.9,378,119,11.9,60.9,0.8455
"01/04/2004","09:00:00",4.6,737,21,304,139,16.2,48.6,0.8892
"01/04/2004","10:00:00",2.8,375,11.7,192,113,19.2,39.6,0.8693
"01/04/2004","11:00:00",1.6,124,6.8,130,88,19.7,38.4,0.8743
"01/04/2004","12:00:00",1.7,137,7.4,106,73,20.6,36.7,0.8797
"01/04/2004","13:00:00",1.7,179,8.6,102,73,21.8,33.9,0.8771
"01/04/2004","17:00:00",3.3,388,16.4,163,106,23.6,27.5,0.7913
"01/04/2004","18:00:00",4.2,589,21.2,211,132,22.8,32.1,0.8814
"01/04/2004","19:00:00",5.5,840,25,267,164,20.8,36.7,0.8878
"01/04/2004","20:00:00",4.9,655,20.2,269,161,18.3,40.9,0.8493
"01/04/2004","21:00:00",2.5,254,10.8,154,124,16.8,44,0.8341
"01/04/2004","22:00:00",2,188,9.9,127,113,15.8,48,0.8569
"01/04/2004","23:00:00",2,120,8.5,122,103,14.9,52,0.8757
"02/04/2004","00:00:00",2,157,8,126,104,14.1,54.4,0.8701
"02/04/2004","01:00:00",1.3,88,5.6,84,93,13.3,58.8,0.8922
"02/04/2004","02:00:00",1,68,3.2,58,60,13.3,60.9,0.9229
"02/04/2004","05:00:00",0.7,51,2.6,56,66,11.3,72.9,0.9738
"02/04/2004","06:00:00",1.1,93,4.3,91,82,11.4,71.8,0.9671
"02/04/2004","07:00:00",2.6,284,13,159,109,11.9,73.7,1.0254
"02/04/2004","08:00:00",3.9,486,20.3,190,114,12.6,70.2,1.0221
"02/04/2004","09:00:00",5,798,20.7,249,139,13.6,65.3,1.0136
"02/04/2004","10:00:00",3.3,524,15.9,196,127,16.9,52.3,1.0013
"02/04/2004","11:00:00",2.9,468,14.2,180,127,19.4,44.1,0.9855
"02/04/2004","12:00:00",3.1,454,15.9,167,135,22.9,33.8,0.9322
"02/04/2004","13:00:00",3,461,16.1,159,130,23.6,31.3,0.9001
"02/04/2004","14:00:00",2.7,391,14.7,152,126,24.7,30.5,0.9371
"02/04/2004","15:00:00",2.7,337,14,149,121,26.1,27.3,0.9101
"02/04/2004","16:00:00",2.6,297,13.6,143,122,27.6,22.8,0.8288
"02/04/2004","17:00:00",3.7,588,19.7,185,138,26.9,22.3,0.7792
"02/04/2004","18:00:00",4.5,721,23.3,223,165,24.3,30.1,0.9012
"02/04/2004","19:00:00",4.7,710,24.1,215,154,21.2,40.1,0.9978
"02/04/2004","20:00:00",5.5,787,25.4,271,168,19.4,42.5,0.9483
"02/04/2004","21:00:00",3,415,14.1,180,146,18.5,43,0.9074
"02/04/2004","22:00:00",1.9,245,10.1,115,124,17.8,47,0.9467
"02/04/2004","23:00:00",2.3,294,12.1,149,124,16.8,53.2,1.01
"03/04/2004","00:00:00",1.6,139,9,98,106,17.1,51.8,0.999
"03/04/2004","01:00:00",1.3,98,6.3,73,88,16.2,54.2,0.9933
"03/04/2004","02:00:00",1.2,88,5.3,69,83,15.1,58.2,0.9886
"03/04/2004","04:00:00",0.8,57,3,60,74,14.5,58,0.9488
"03/04/2004","05:00:00",0.8,57,3.3,56,64,13.7,61.6,0.9631
"03/04/2004","06:00:00",0.9,60,3.5,73,69,13.9,59.6,0.9408
"03/04/2004","07:00:00",2,200,9.5,159,91,13.3,61.7,0.9399
"03/04/2004","08:00:00",3,451,15.2,203,96,15.1,55.8,0.9486
"03/04/2004","09:00:00",3.1,422,14.3,211,106,17,50.5,0.9684
"05/04/2004","10:00:00",3.1,424,14.3,236,124,15.6,57.4,1.0075
"05/04/2004","11:00:00",3,339,13.7,228,121,16.6,55.2,1.0382
"05/04/2004","12:00:00",3.2,445,15.7,206,114,17,54.3,1.0434
"05/04/2004","13:00:00",3.1,535,15.4,188,114,18,51.5,1.0552
"05/04/2004","14:00:00",2.5,278,12.6,158,106,19.5,47.5,1.0653
"05/04/2004","15:00:00",2.1,256,9.8,124,89,21.6,41.7,1.0606
"05/04/2004","16:00:00",2,245,9.6,98,82,22.2,38.3,1.0106
"05/04/2004","17:00:00",3.2,458,16.3,160,111,20.3,42.8,1.0053
"05/04/2004","18:00:00",4.1,710,19.8,194,132,19.7,45.4,1.0312
"05/04/2004","19:00:00",3.9,678,18,174,121,18.8,47.5,1.0199
"05/04/2004","20:00:00",3.1,436,13.6,157,116,17.9,49.4,1.0064
"05/04/2004","21:00:00",2,178,8.7,109,100,17.5,50.9,1.009
"05/04/2004","22:00:00",1.7,160,7.7,85,89,17.4,51.8,1.023
"05/04/2004","23:00:00",1.6,177,7.3,90,92,17,53.9,1.0363
"06/04/2004","00:00:00",1,101,4.1,61,71,16.6,55.4,1.0408
"06/04/2004","01:00:00",0.8,66,2.7,36,51,15.9,57,1.0224
"06/04/2004","02:00:00",0.5,40,1.5,25,39,15,59.2,1.0059
"06/04/2004","04:00:00",0.5,39,1.8,24,35,14.1,61.6,0.9883
"06/04/2004","05:00:00",0.8,62,3.4,73,64,14.6,58.8,0.9711
"06/04/2004","06:00:00",1.7,120,8.5,164,94,14.4,58.9,0.9594
"06/04/2004","07:00:00",4.5,599,24.1,329,134,15.3,55.2,0.9538
"06/04/2004","08:00:00",6.2,1084,33.7,302,129,16.2,52.5,0.9576
"06/04/2004","09:00:00",4.4,776,22,256,125,18.4,46.3,0.9734
"06/04/2004","10:00:00",2.9,470,14.1,182,107,19.6,41.8,0.9407
"06/04/2004","11:00:00",1.6,169,7.6,105,78,20.2,40.1,0.937
"06/04/2004","12:00:00",2.6,304,14.5,136,91,20.9,36.6,0.8939
"06/04/2004","13:00:00",2.9,405,13.6,167,116,20.4,34.7,0.8229
"06/04/2004","14:00:00",2.5,297,11.5,166,131,19.3,35.4,0.7813
"06/04/2004","15:00:00",1.9,220,9.2,115,113,18.6,36.9,0.7829
"06/04/2004","16:00:00",1.9,226,10.3,109,98,18.8,36.8,0.7883
"06/04/2004","17:00:00",2.7,456,14,143,116,17.5,40.6,0.8068
"06/04/2004","18:00:00",3,470,15,159,120,16.8,44.3,0.8428
"06/04/2004","19:00:00",3.3,503,15.1,181,126,16.3,47.7,0.8746
"06/04/2004","20:00:00",3.2,459,14.8,178,126,15.6,50.7,0.8947
"06/04/2004","21:00:00",1.8,227,8.5,91,90,15.7,49.4,0.8768
"06/04/2004","22:00:00",1.3,152,5.9,76,81,15.8,48.6,0.8653
"06/04/2004","23:00:00",1.1,94,4.8,66,74,15.7,47,0.8325
"07/04/2004","00:00:00",0.9,93,4,56,67,15.7,45.9,0.8121
"07/04/2004","01:00:00",0.7,49,2.3,35,46,15.6,44.9,0.792
"07/04/2004","02:00:00",0.4,30,1.4,21,30,15.6,44.4,0.7827
"07/04/2004","04:00:00",0.3,30,0.7,12,19,15.7,45.4,0.8063
"07/04/2004","05:00:00",0.3,32,0.8,22,32,15.3,50.1,0.8617
"07/04/2004","06:00:00",0.8,59,3.6,55,61,14.2,58.6,0.9443
"07/04/2004","07:00:00",2.8,277,12.9,152,111,14.3,58.2,0.9431
"07/04/2004","08:00:00",3.1,454,15.7,153,102,15,52,0.8817
"07/04/2004","09:00:00",2.3,211,8.6,152,116,13.6,61.4,0.9519
"07/04/2004","10:00:00",1.6,196,7.4,112,96,16.1,53.1,0.9675
"07/04/2004","11:00:00",1.5,110,6.6,119,97,16.6,44.3,0.8294
"07/04/2004","12:00:00",1.6,164,7.8,122,110,17.4,40.3,0.7922
"07/04/2004","13:00:00",1.8,151,9.1,115,103,18.1,42.2,0.8679
"07/04/2004","14:00:00",1.4,112,6.1,84,79,14.4,51.8,0.8433
"07/04/2004","15:00:00",1.9,117,7.5,146,104,10.9,76.4,0.9953
"07/04/2004","16:00:00",1.2,120,5.9,65,69,16.4,47.7,0.8819
"07/04/2004","17:00:00",2.3,251,12.7,120,96,18,37.1,0.7598
"07/04/2004","18:00:00",3.3,435,13.5,185,121,14.7,48.7,0.8089
"07/04/2004","19:00:00",3.1,345,14.5,157,129,11.3,71.3,0.9514
"07/04/2004","20:00:00",3.3,343,11,174,116,10,74,0.9087
"07/04/2004","21:00:00",1.2,62,3.2,62,71,9.8,71.8,0.8702
"07/04/2004","22:00:00",1.3,70,4.3,81,85,9.3,75.2,0.8796
"07/04/2004","23:00:00",1.9,114,7.1,118,101,9.6,76,0.9088
"08/04/2004","00:00:00",1.4,88,4.8,95,97,9.3,75,0.8799
"08/04/2004","01:00:00",1.5,95,5.7,84,89,9,76.7,0.8825
"08/04/2004","02:00:00",1.1,83,4.1,56,72,8.2,79.6,0.8672
"08/04/2004","05:00:00",0.8,68,2.8,69,62,8.1,72.1,0.7798
"08/04/2004","06:00:00",1.1,59,4.8,74,64,8.1,70.4,0.7609
"08/04/2004","07:00:00",2.6,226,13.8,161,80,8.1,70.5,0.7627
"08/04/2004","08:00:00",5.1,802,27.1,308,118,9.9,64.3,0.7859
"08/04/2004","09:00:00",4.2,585,19.1,300,130,13,54.2,0.809
"08/04/2004","10:00:00",2.6,324,11.7,189,113,16.5,42.6,0.7912
"08/04/2004","11:00:00",2.4,308,12.7,164,112,19.3,34.2,0.7566
"08/04/2004","12:00:00",2.1,238,11.3,122,96,21.5,27.4,0.6941
"08/04/2004","13:00:00",2.6,301,14.2,166,125,20.4,26.7,0.6323
"08/04/2004","14:00:00",2.8,294,13.9,181,128,20.6,22.6,0.5432
"08/04/2004","15:00:00",2.5,353,13.2,127,101,20.6,24.8,0.5931
"08/04/2004","16:00:00",1.9,209,10.7,106,95,21,25.4,0.6264
"08/04/2004","17:00:00",3.6,538,19.7,192,138,21.5,24.5,0.6203
"08/04/2004","18:00:00",4.6,808,24,241,154,19.3,28.6,0.6357
"08/04/2004","19:00:00",6.3,974,29.1,326,171,18,32.9,0.6737
"08/04/2004","20:00:00",4.3,544,15.8,232,136,15.8,39.8,0.7096
"08/04/2004","21:00:00",1.6,138,7,92,93,15.3,41.5,0.7194
"08/04/2004","22:00:00",1.4,92,6.3,95,99,14.1,46,0.7363
"09/04/2004","23:00:00",2.3,169,8.4,157,95,12,67.9,0.9523
"10/04/2004","00:00:00",1.3,77,5.4,83,79,12,66.9,0.9336
"10/04/2004","01:00:00",1.7,98,6.9,118,78,11.5,70.1,0.9503
"10/04/2004","02:00:00",1.7,102,6.4,101,75,11.4,69.8,0.939
"10/04/2004","04:00:00",0.8,69,3.3,46,52,10.8,70.3,0.9092
"10/04/2004","05:00:00",1,89,4,81,55,10.2,73.4,0.9129
"10/04/2004","06:00:00",1.4,134,6,112,65,10.8,70.5,0.9142
"10/04/2004","07:00:00",1.7,157,8.2,150,72,11,71,0.9279
"10/04/2004","08:00:00",2,167,9.9,138,76,12.4,64,0.9206
"10/04/2004","09:00:00",2,157,8.8,124,84,15,53.1,0.8993
"10/04/2004","10:00:00",1.9,172,8.4,124,90,16.6,44.4,0.8313
"10/04/2004","11:00:00",2.1,114,7.5,115,89,18,38.4,0.7862
"10/04/2004","12:00:00",1.8,166,7.8,101,87,20.6,30,0.7213
"10/04/2004","13:00:00",1.5,94,6.4,90,88,19.9,26.7,0.6137
"10/04/2004","14:00:00",1.3,108,5.1,90,81,19.8,23.1,0.5283
"10/04/2004","15:00:00",1.4,98,6.9,89,89,21.4,22.7,0.5722
"10/04/2004","16:00:00",1.5,132,6.8,92,91,22.1,21.3,0.5605
"10/04/2004","17:00:00",1.7,144,7.4,103,104,21.1,24.5,0.604
"10/04/2004","18:00:00",2,165,8.7,122,111,18.3,31.6,0.6562
"10/04/2004","19:00:00",2.5,210,11.2,159,129,16.1,35,0.6372
"10/04/2004","20:00:00",2.4,277,10.5,172,133,14.8,41.5,0.6929
"10/04/2004","21:00:00",2,168,8.2,125,115,13.2,50.3,0.7577
"10/04/2004","22:00:00",2.9,248,11.6,187,125,12.3,55.5,0.7916
"10/04/2004","23:00:00",2.5,235,9.7,174,117,11.8,56.6,0.7833
"11/04/2004","00:00:00",1.4,84,5.1,75,84,11.2,56.2,0.7469
"11/04/2004","01:00:00",1.2,75,4,48,63,11,56.6,0.7418
"11/04/2004","02:00:00",1,62,3.7,61,68,9.3,64.3,0.7531
"11/04/2004","05:00:00",0.7,38,2.9,38,49,7.7,70.7,0.7463
"11/04/2004","06:00:00",0.8,44,2.9,41,49,7.4,71,0.7346
"11/04/2004","07:00:00",0.9,60,3,51,52,8.2,66.6,0.7283
"11/04/2004","08:00:00",1.1,88,3.7,61,58,8.7,64.3,0.7267
"11/04/2004","09:00:00",1,70,3.9,47,51,13,47.9,0.7116
"11/04/2004","10:00:00",1.6,94,6.2,87,77,17.4,35.4,0.699
"11/04/2004","11:00:00",1.8,126,7.3,107,90,20.2,29.2,0.683
"11/04/2004","12:00:00",2.6,181,9.2,161,118,22.7,22.9,0.6224
"11/04/2004","13:00:00",1.1,66,4,61,70,22.3,22.4,0.5955
"11/04/2004","14:00:00",0.6,54,2.3,26,35,22.2,18.9,0.4993
"11/04/2004","15:00:00",0.9,48,3.1,42,46,22,19,0.4969
"11/04/2004","16:00:00",1,66,3.2,55,58,21,23.6,0.5788
"11/04/2004","17:00:00",1.2,65,3.3,65,61,19.6,27.4,0.6162
"11/04/2004","18:00:00",1.4,68,4,75,80,17.9,30.8,0.6258
"11/04/2004","19:00:00",2,118,5.7,93,93,16.4,35.3,0.6532
"11/04/2004","20:00:00",1.1,65,3.4,63,78,15.6,37.5,0.6575
"11/04/2004","21:00:00",1.1,63,3.5,60,76,15.5,36.7,0.6438
"11/04/2004","22:00:00",1.1,61,2.9,63,74,14.5,39,0.6428
"11/04/2004","23:00:00",1.1,63,3.1,66,81,14.2,38.2,0.6163
"12/04/2004","00:00:00",0.7,31,1.6,41,58,13.7,38.3,0.5957
"12/04/2004","01:00:00",0.6,29,1.1,42,59,14.1,34,0.5442
"12/04/2004","02:00:00",0.7,34,2,36,54,14.6,34,0.5605
"12/04/2004","04:00:00",0.3,9,0.7,16,25,13.9,30.9,0.4868
"12/04/2004","05:00:00",0.3,14,0.5,16,26,13.5,37.9,0.5852
"12/04/2004","06:00:00",0.4,23,0.7,33,49,13.9,43.6,0.6871
"12/04/2004","07:00:00",0.5,36,0.9,39,53,13.5,50.1,0.7706
"12/04/2004","08:00:00",0.6,39,1.5,45,57,13.3,53.6,0.8169
"12/04/2004","09:00:00",0.8,38,2.2,63,73,13.4,56,0.8576
"12/04/2004","10:00:00",1,55,2.9,71,78,13,59.6,0.886
"12/04/2004","11:00:00",1.3,75,3.9,104,93,12.7,62.7,0.9173
"12/04/2004","12:00:00",1.1,64,2.8,85,71,12.1,60.5,0.8505
"12/04/2004","13:00:00",0.6,39,1.4,53,56,11.2,64.4,0.8537
"12/04/2004","14:00:00",0.7,42,1.7,58,60,10.7,67.6,0.8703
"12/04/2004","15:00:00",1.2,78,3.6,89,77,11.4,61.2,0.8236
"12/04/2004","16:00:00",1.4,69,3.1,96,82,9.9,70.5,0.8581
"12/04/2004","17:00:00",1.2,67,3.5,88,77,10.3,65.2,0.8151
"12/04/2004","18:00:00",1.3,83,3.9,100,91,11,58.9,0.7714
"12/04/2004","19:00:00",1.8,79,5.2,127,93,10.6,59.5,0.7595
"12/04/2004","20:00:00",1.2,68,3.7,88,82,10.6,57.7,0.7362
"12/04/2004","21:00:00",0.8,56,2.7,66,74,10.6,56.1,0.7149
"12/04/2004","22:00:00",0.8,49,2.6,61,68,10.3,58,0.7239
"12/04/2004","23:00:00",0.8,56,2.4,54,65,10.4,58.4,0.7352
"13/04/2004","00:00:00",0.7,48,2,46,58,10.7,58.2,0.7459
"13/04/2004","01:00:00",0.5,27,1.3,25,36,10.5,59.9,0.7624
"13/04/2004","02:00:00",0.3,29,1.2,18,29,10.5,60.8,0.7704
"13/04/2004","04:00:00",0.3,47,0.9,21,28,11.1,60.1,0.7925
"13/04/2004","05:00:00",0.7,66,3.1,76,68,10.1,68.4,0.8443
"13/04/2004","06:00:00",1.6,163,6.9,149,99,10,68.7,0.8456
"13/04/2004","07:00:00",3.9,524,19.1,328,130,11,64.2,0.8398
"13/04/2004","08:00:00",4.5,657,22.1,282,128,12,58.1,0.8138
"13/04/2004","09:00:00",2.7,324,11.8,206,120,12.8,52,0.7643
"13/04/2004","10:00:00",1.6,144,7.3,133,93,12.6,50.8,0.7387
"13/04/2004","11:00:00",1.6,135,8,137,96,13.8,47.4,0.7435
"13/04/2004","12:00:00",1.6,140,7.2,116,84,15.1,42.7,0.7294
"13/04/2004","13:00:00",1.5,141,7.7,112,87,16.3,38.1,0.7006
"13/04/2004","14:00:00",1.8,181,9.7,128,87,16.6,36.7,0.6867
"13/04/2004","15:00:00",2.1,227,9.8,145,103,15.8,40.5,0.7241
"13/04/2004","16:00:00",1.7,149,7.7,110,88,16.3,41.8,0.7712
"13/04/2004","17:00:00",3,425,15.3,184,118,16.1,42.8,0.7783
"13/04/2004","18:00:00",4.6,669,21.5,243,134,15.3,46.8,0.8074
"13/04/2004","19:00:00",5,680,21.7,259,144,14.7,47,0.7815
"13/04/2004","20:00:00",3.5,446,14.6,205,129,14.1,49.6,0.7931
"13/04/2004","21:00:00",2.1,205,9.3,144,108,13.5,54.1,0.8351
"13/04/2004","22:00:00",2.1,194,9.4,152,104,12.3,59.2,0.8461
"13/04/2004","23:00:00",1.5,115,6.8,108,90,11.6,62.2,0.851
"14/04/2004","00:00:00",1.1,74,4.9,64,74,11.5,61.4,0.8303
"14/04/2004","01:00:00",0.9,85,3.9,73,73,10.9,64.6,0.8395
"14/04/2004","02:00:00",0.7,66,2.7,47,60,11.1,63.2,0.8331
"14/04/2004","05:00:00",0.9,47,3.3,79,62,10.2,65.8,0.8196
"14/04/2004","06:00:00",1.6,116,7.4,113,71,10.3,65.6,0.8225
"14/04/2004","07:00:00",3.9,478,18.2,263,94,10.8,64,0.8307
"14/04/2004","08:00:00",5,836,27.7,275,99,13.3,55.6,0.8453
"14/04/2004","09:00:00",4.3,655,18.3,263,119,15.8,46.8,0.8328
"14/04/2004","10:00:00",2.7,312,12.3,183,103,19.5,34.4,0.7738
"14/04/2004","11:00:00",2.1,195,8.9,147,95,21.1,30.2,0.745
"14/04/2004","12:00:00",2.1,238,10.4,132,95,18.4,34.2,0.7185
"15/04/2004","09:00:00",3.9,536,19.1,309,114,13.5,53.4,0.8196
"15/04/2004","10:00:00",3.8,481,17.3,327,127,15,49.3,0.8364
"15/04/2004","11:00:00",3.8,460,17.5,299,135,17.1,42.1,0.812
"15/04/2004","12:00:00",3.9,597,17,257,135,18.4,36.9,0.7758
"15/04/2004","13:00:00",3.5,465,17,195,120,19.3,35.4,0.7824
"15/04/2004","14:00:00",4,542,19.5,231,129,19.2,35.7,0.7826
"15/04/2004","15:00:00",3,437,14.8,170,114,21.5,30.4,0.7677
"15/04/2004","16:00:00",3.1,383,14,192,129,19.6,34.6,0.7807
"15/04/2004","17:00:00",5.2,778,24.4,251,149,19.6,35.5,0.8017
"15/04/2004","18:00:00",5.9,926,28.1,289,149,18.3,44.1,0.9183
"15/04/2004","19:00:00",7.3,1189,33.7,351,158,17.4,47.8,0.9392
"15/04/2004","20:00:00",6.1,824,24.2,319,148,16.8,49.8,0.9446
"15/04/2004","21:00:00",4.6,660,19.8,264,134,16.2,53.2,0.9723
"15/04/2004","22:00:00",2.5,203,9.3,144,111,14.9,59.1,0.9928
"15/04/2004","23:00:00",2.2,136,7.3,119,106,13.9,64,1.013
"16/04/2004","00:00:00",2,114,7.1,120,108,13.7,66.8,1.041
"16/04/2004","01:00:00",1.9,110,6.7,96,93,13.4,69.6,1.0688
"16/04/2004","02:00:00",1.6,127,6,77,83,12.8,71.9,1.0632
"16/04/2004","04:00:00",1,70,3.6,63,69,11.9,74.8,1.038
"16/04/2004","05:00:00",1.2,93,5.4,97,77,11.6,76.4,1.0415
"16/04/2004","06:00:00",2,179,10,180,87,11.7,75.3,1.0325
"16/04/2004","07:00:00",4.5,523,23.2,352,109,12.8,71,1.0428
"16/04/2004","08:00:00",4.1,546,18.7,279,116,13.8,61.1,0.9595
"16/04/2004","09:00:00",2.6,251,9.9,186,105,15.3,51.4,0.8886
"16/04/2004","10:00:00",2.3,222,10.2,169,106,16.6,48.7,0.9146
"16/04/2004","11:00:00",2.6,212,11,172,108,17.6,46.7,0.9324
"16/04/2004","12:00:00",2.4,263,10.5,127,100,19.2,42.7,0.9425
"16/04/2004","13:00:00",4.3,535,18.9,230,149,15.7,62.5,1.1092
"16/04/2004","14:00:00",4.6,609,18.9,280,148,14.5,75.7,1.2425
"16/04/2004","15:00:00",4,449,17.5,242,126,14.4,77.4,1.2654
"16/04/2004","16:00:00",4.7,536,17.7,250,140,14.6,74.9,1.2391
"16/04/2004","17:00:00",5.7,743,23,309,142,14.6,76,1.2573
"16/04/2004","18:00:00",5.2,575,20.4,270,141,14,76.3,1.2166
"16/04/2004","19:00:00",6.4,783,26.8,323,149,13.9,78,1.2303
"16/04/2004","20:00:00",6,706,19.9,307,140,13.8,78,1.2229
"16/04/2004","21:00:00",3.4,299,12.5,224,117,13.5,79.4,1.2224
"16/04/2004","22:00:00",2.7,159,9.6,166,103,13.1,80.1,1.2016
"16/04/2004","23:00:00",3.1,171,10,171,99,12.8,81,1.1915
"17/04/2004","00:00:00",2.6,162,8.1,169,100,12.7,80.6,1.1819
"17/04/2004","01:00:00",2.2,111,7.1,120,88,12.5,81.8,1.1838
"17/04/2004","02:00:00",1.9,134,6.4,103,83,12.7,81.2,1.1849
"23/04/2004","05:00:00",0.6,46,2.9,59,59,14.2,52.2,0.8413
"23/04/2004","06:00:00",0.8,56,4.9,72,67,14.3,55.4,0.9003
"23/04/2004","07:00:00",4,452,22.6,244,95,14,58,0.9202
"23/04/2004","08:00:00",5.6,880,31.1,351,123,15.4,53.3,0.9289
"23/04/2004","09:00:00",5,759,22.1,358,142,19.1,42.1,0.9233
"23/04/2004","10:00:00",3.2,394,18.3,245,142,23.7,31,0.8968
"23/04/2004","11:00:00",3.8,639,22,240,169,26.9,25.7,0.8942
"23/04/2004","12:00:00",3.3,541,20.1,179,142,29.7,20.6,0.8478
"23/04/2004","13:00:00",3,468,18.9,160,136,29.2,21.5,0.8573
"23/04/2004","14:00:00",3.2,483,20.6,174,147,29.6,20.1,0.8181
"23/04/2004","15:00:00",4.4,682,25.3,260,196,30,19.4,0.81
"23/04/2004","16:00:00",4.6,698,25.8,281,186,29.5,20.1,0.8136
"23/04/2004","17:00:00",5.2,832,30.6,284,177,27,26.8,0.9403
"23/04/2004","18:00:00",4.8,872,27.1,250,164,24.9,30.8,0.954
"23/04/2004","19:00:00",5.6,899,32.5,281,161,23.1,36.7,1.0244
"23/04/2004","20:00:00",4.6,692,20.8,230,146,21.5,40.8,1.0333
"23/04/2004","21:00:00",1.8,145,10.9,98,98,20.5,41.5,0.9864
"23/04/2004","22:00:00",2.2,208,13,121,108,19.2,44.9,0.9875
"23/04/2004","23:00:00",2,204,11.8,110,107,18.8,47.7,1.0221
"24/04/2004","00:00:00",2.8,240,13.4,161,113,18.2,49.7,1.0284
"24/04/2004","01:00:00",2.6,251,13.4,148,100,16.1,57.4,1.0451
"24/04/2004","02:00:00",1.8,173,9,109,87,16.3,55.3,1.0178
"24/04/2004","05:00:00",0.7,65,3.7,71,65,14.8,57.7,0.9644
"24/04/2004","06:00:00",0.9,119,5.7,75,64,14,59.7,0.9499
"24/04/2004","07:00:00",1.5,151,10,106,73,14.6,56.8,0.9385
"24/04/2004","08:00:00",2.5,305,15,166,86,16.7,51.9,0.9788
"24/04/2004","09:00:00",3,415,15.6,188,105,20,45,1.039
"24/04/2004","10:00:00",2.6,321,12.3,161,107,23.9,33.7,0.9837
"24/04/2004","11:00:00",2.6,358,14.4,139,114,26.8,29.5,1.0209
"24/04/2004","12:00:00",2.6,350,14.6,134,105,27.2,32.4,1.1493
"24/04/2004","13:00:00",1.9,238,8.7,84,74,26.9,32.1,1.1217
"24/04/2004","14:00:00",2,215,11,98,95,24.3,41.8,1.2561
"24/04/2004","15:00:00",1.7,192,9,91,89,25.6,36,1.1629
"24/04/2004","16:00:00",1.9,205,10.7,99,95,27,31.8,1.1176
"24/04/2004","17:00:00",1.8,165,9.9,90,93,27.5,31.6,1.1417
"24/04/2004","18:00:00",2.8,283,15.7,147,123,24.9,38.1,1.1838
"24/04/2004","19:00:00",3.5,467,19.4,177,134,23.4,39.7,1.1276
"24/04/2004","20:00:00",3.4,485,16.8,162,126,21.2,50.8,1.2631
"24/04/2004","21:00:00",2,202,6.8,88,79,15.6,73.5,1.2953
"24/04/2004","22:00:00",1.1,64,3,53,54,12.9,79.7,1.1774
"24/04/2004","23:00:00",1.3,71,3.2,68,69,11.5,76.9,1.0436
"25/04/2004","00:00:00",1.2,84,3.1,61,67,12.2,66.8,0.9455
