Id,Price,Brand,Model,Year,Title_status,Mileage,Color,Vin,State,Country,Sell_time
453,10740,mercedes-benz,doors,2018,clean vehicle,48140,white,  wddwk4jb2jf613298,california, usa,20 hours left
454,3160,nissan,doors,2017,clean vehicle,34861,gray,  3n1ab7ap0hy315498,new jersey, usa,17 hours left
455,0,chevrolet,door,2006,salvage insurance,268040,silver,  1g1zt53f46f254868,texas, usa,17 hours left
456,3450,chrysler,door,2011,clean vehicle,114119,gold,  1c3bc1fg1bn519076,florida, usa,22 hours left
457,27102,ford,f-150,2017,clean vehicle,34165,red,  1ftfw1eg1hfb78397,michigan, usa,2 days left
458,500,gmc,door,2018,salvage insurance,27442,black,  1gkknmls5jz177336,arkansas, usa,17 hours left
459,5100,gmc,door,2011,clean vehicle,144792,white,  1gtr2uea3bz242502,utah, usa,19 hours left
460,15010,infiniti,mpv,2019,clean vehicle,11394,beige,  jn8az2ne8k9236456,texas, usa,17 hours left
461,5800,jeep,mpv,2019,clean vehicle,30546,silver,  1c4pjldb3kd419559,ohio, usa,2 days left
462,23200,land,sport,2018,clean vehicle,23745,black,  salcp2rx0jh740860,california, usa,1 days left
463,8000,hyundai,door,2015,clean vehicle,88274,red,  km8jucag9fu984199,pennsylvania, usa,7 days left
464,3390,nissan,doors,2018,clean vehicle,38349,gray,  3n1ab7ap5jy293102,california, usa,20 hours left
465,3140,nissan,doors,2017,clean vehicle,30142,white,  3n1ab7ap1hy310259,new jersey, usa,17 hours left
466,25,chevrolet,door,2007,salvage insurance,267834,black,  3gnfk12387g179905,texas, usa,17 hours left
467,15000,bmw,door,2014,clean vehicle,44730,silver,  wba3b5g54ens10419,illinois, usa,21 hours left
468,10440,chevrolet,cab,2011,clean vehicle,92476,blue,  1gc1kyc87bf185906,florida, usa,23 hours left
469,23911,ford,f-150,2017,clean vehicle,25698,black,  1ftew1cf3hfb78746,michigan, usa,20 hours left
470,25,ford,pk,2010,salvage insurance,155242,gray,  1ftfx1ev7akc32939,oklahoma, usa,17 hours left
471,21400,gmc,acadia,2018,clean vehicle,54332,gray,  1gkknwls6jz133440,new jersey, usa,2 hours left
472,5380,gmc,cab,2011,clean vehicle,119215,white,  1gt120cg5bf167316,utah, usa,19 hours left
473,11000,jeep,mpv,2019,clean vehicle,8930,red,  1c4hjxeg0kw596497,michigan, usa,2 days left
474,4950,jeep,mpv,2019,clean vehicle,46985,silver,  1c4pjllb6kd184477,ohio, usa,2 days left
475,22500,land,sport,2018,clean vehicle,30220,black,  salcp2rx7jh741147,california, usa,2 days left
476,30300,maserati,ghibli,2017,clean vehicle,37021,black,  zam57xslxh1248775,florida, usa,2 days left
477,2630,nissan,doors,2018,clean vehicle,43152,white,  3n1cn7ap5jl882275,california, usa,20 hours left
478,3140,nissan,doors,2017,clean vehicle,34318,silver,  3n1ab7ap1hl639346,new jersey, usa,17 hours left
479,2300,chevrolet,door,2011,salvage insurance,88287,white,  1gnskbe03br198151,arkansas, usa,17 hours left
480,4310,chevrolet,door,2011,clean vehicle,105486,black,  2cnaldec6b6382868,florida, usa,22 hours left
481,26012,ford,door,2017,clean vehicle,19850,black,  1ftew1ef2hfb83224,michigan, usa,20 hours left
482,75,ford,door,2014,salvage insurance,116535,silver,  1fadp3k26el249167,oklahoma, usa,17 hours left
483,48500,gmc,1500,2019,clean vehicle,15777,black,  1gtu9fel6kz311976,pennsylvania, usa,1 days left
484,3330,gmc,mpv,2009,clean vehicle,87448,white,  1gtgg25k391106224,utah, usa,19 hours left
485,11200,jeep,mpv,2019,clean vehicle,8395,yellow,  1c4hjxeg7kw589272,michigan, usa,2 days left
486,4730,hyundai,mpv,2019,clean vehicle,30121,red,  km8j23a45ku893842,ohio, usa,2 days left
487,24900,mercedes-benz,glc,2018,clean vehicle,33687,white,  wdc0g4jb4jv097463,california, usa,1 days left
488,29400,mercedes-benz,e-class,2017,clean vehicle,37561,blue,  wddzf4jb6ha277485,florida, usa,2 days left
489,8350,nissan,cab,2018,clean vehicle,32256,gray,  1n6aa1ej3jn519666,california, usa,20 hours left
490,475,peterbilt,truck,2012,salvage insurance,902041,gold,  1xp4d49x9cd123630,florida, usa,17 hours left
491,3210,nissan,doors,2017,clean vehicle,25255,black,  3n1ab7apxhy302645,new jersey, usa,17 hours left
492,25,chevrolet,van,2006,salvage insurance,165327,white,  1gndu23l46d143789,arkansas, usa,17 hours left
493,4200,chevrolet,cutaway,2006,clean vehicle,118009,white,  1gbhg31u661113654,wisconsin, usa,21 hours left
494,8430,chevrolet,utility,2011,clean vehicle,114547,black,  3gntkge3xbg398052,florida, usa,22 hours left
495,25503,ford,f-150,2017,clean vehicle,18647,black,  1ftmf1ef2hfb83980,michigan, usa,9 minutes
496,0,ford,pickup,1996,salvage insurance,252588,red,  1ftef15n0tlc14455,oklahoma, usa,17 hours left
497,26000,gmc,limited,2019,clean vehicle,16669,black,  2gtv2mecxk1173011,pennsylvania, usa,1 days left
498,3900,honda,doors,2017,clean vehicle,47970,blue,  2hgfc2f52hh522914,virginia, usa,2 days left
499,11200,jeep,mpv,2019,clean vehicle,12905,gray,  1c4hjxeg7kw590115,michigan, usa,2 days left
500,8610,jeep,mpv,2019,clean vehicle,22123,silver,  1c4rjebg1kc776053,ohio, usa,2 days left
501,28000,mercedes-benz,gle,2018,clean vehicle,40780,white,  4jgda5jbxjb046383,california, usa,1 days left
502,84900,mercedes-benz,sl-class,2017,clean vehicle,25302,silver,  wddjk7ea3hf044968,florida, usa,2 days left
503,10840,lexus,mpv,2017,clean vehicle,36596,black,  2t2bzmca4hc087456,california, usa,20 hours left
504,100,peterbilt,truck,2012,salvage insurance,0,blue,  1xp4d49x1cd144875,florida, usa,17 hours left
505,11050,ram,door,2017,clean vehicle,30421,white,  1c6rr7pt3hs659994,new jersey, usa,17 hours left
506,0,chevrolet,door,2012,salvage insurance,134938,orange,  1g1jc5sh7c4114661,oklahoma, usa,17 hours left
507,1000,chevrolet,door,2005,clean vehicle,135675,gray,  1gnet16s156132062,wisconsin, usa,21 hours left
508,3570,dodge,door,2015,clean vehicle,17355,black,  3c4pdcab2ft637813,georgia, usa,2 days left
509,25001,ford,door,2017,clean vehicle,27773,gray,  1ftfw1ef5hfb70262,michigan, usa,2 days left
510,0,ford,door,2010,salvage insurance,86841,silver,  3fahp0ga3ar366961,oklahoma, usa,17 hours left
511,5630,gmc,mpv,2017,clean vehicle,58366,black,  2gkfltek2h6317685,virginia, usa,2 days left
512,11100,jeep,mpv,2019,clean vehicle,11229,white,  1c4hjxegxkw589301,michigan, usa,2 days left
513,4650,hyundai,mpv,2019,clean vehicle,27492,white,  km8j23a44ku882752,ohio, usa,2 days left
514,0,lincoln,door,2005,salvage insurance,89705,green,  1lnhm87a25y619997,minnesota, usa,17 hours left
515,3820,nissan,mpv,2016,clean vehicle,41654,blue,  5n1at2mn5gc894272,california, usa,20 hours left
516,0,peterbilt,truck,2009,salvage insurance,982486,blue,  1xp7d49x09d784257,florida, usa,17 hours left
517,2900,nissan,doors,2017,clean vehicle,31954,gray,  3n1ab7ap6hy249992,new jersey, usa,17 hours left
518,50,chevrolet,door,2008,salvage insurance,172102,blue,  1g1al58f787159241,texas, usa,17 hours left
519,5100,chevrolet,pickup,2004,clean vehicle,173321,gray,  1gchk23204f232462,wisconsin, usa,21 hours left
520,4700,dodge,door,2015,clean vehicle,93423,red,  3c4pdcgb7ft597655,georgia, usa,2 days left
521,29502,ford,f-150,2017,clean vehicle,14053,red,  1ftfw1eg1hke28907,michigan, usa,2 days left
522,0,ford,door,2008,salvage insurance,145483,red,  1fmcu03128kc80487,oklahoma, usa,17 hours left
523,6160,honda,door,2017,clean vehicle,25956,white,  1hgct1b89ha002933,virginia, usa,2 days left
524,10910,jeep,mpv,2019,clean vehicle,12253,red,  1c4hjxeg8kw651309,michigan, usa,2 days left
525,3440,hyundai,doors,2019,clean vehicle,34895,gray,  3kpc24a34ke050725,ohio, usa,2 days left
526,16000,mazda,cx-3,2016,clean vehicle,47753,gray,  jm1dkbd74g0123647,florida, usa,2 days left
527,3810,kia,door,2016,clean vehicle,39408,black,  kndjx3ae3g7012477,california, usa,20 hours left
528,1025,peterbilt,truck,2010,salvage insurance,5017936,color:,  1xp7d49x0ad793710,georgia, usa,17 hours left
529,3020,nissan,doors,2017,clean vehicle,33599,white,  3n1ab7ap7hy223787,new jersey, usa,17 hours left
530,0,chevrolet,door,2003,salvage insurance,194673,gray,  1gndt13s632267445,texas, usa,17 hours left
531,2000,chevrolet,pickup,2003,clean vehicle,507985,red,  1gcgc24u53z128586,wisconsin, usa,21 hours left
532,3870,ford,door,2010,clean vehicle,185983,white,  1fmcu4k37akb80224,florida, usa,22 hours left
533,24811,ford,door,2017,clean vehicle,28464,red,  1ftew1ep4hfb44546,michigan, usa,21 hours left
534,75,ford,door,2007,salvage insurance,154989,blue,  3fahp06z07r118828,oklahoma, usa,17 hours left
535,5420,honda,doors,2017,clean vehicle,16702,black,  1hgcr2f55ha080596,virginia, usa,2 days left
536,11100,jeep,mpv,2019,clean vehicle,11449,yellow,  1c4hjxegxkw600703,michigan, usa,2 days left
537,4750,hyundai,mpv,2019,clean vehicle,25847,gray,  km8j23a4xku846404,ohio, usa,2 days left
538,17900,mercedes-benz,door,2015,clean vehicle,49772,gray,  wddhf5kbxfb099457,florida, usa,2 days left
539,3800,nissan,door,2015,clean vehicle,83915,black,  1n4al3ap6fc102604,california, usa,20 hours left
540,3160,nissan,doors,2017,clean vehicle,40306,silver,  3n1ab7ap0hy260843,new jersey, usa,17 hours left
541,25,chevrolet,pickup,2010,salvage insurance,149189,white,  3gcrkse37ag234620,colorado, usa,17 hours left
542,1200,chevrolet,door,2001,clean vehicle,149543,red,  2cnbj13c316958216,wisconsin, usa,21 hours left
543,6470,chevrolet,coupe,2010,clean vehicle,69622,yellow,  2g1fk1ejxa9163850,florida, usa,22 hours left
544,26400,ford,door,2017,clean vehicle,36295,red,  1ftew1ef3hfb27101,michigan, usa,19 hours left
545,0,gmc,door,1993,salvage insurance,0,light blue,  1gkfk16k5pj701631,colorado, usa,18 hours left
546,32500,gmc,2500hd,2018,clean vehicle,14856,blue,  1gt12seg2jf255666,pennsylvania, usa,1 days left
547,6900,honda,mpv,2017,clean vehicle,44129,brown,  5j6rw1h81hl005542,minnesota, usa,18 hours left
548,11030,jeep,mpv,2019,clean vehicle,10861,yellow,  1c4hjxeg5kw608448,michigan, usa,2 days left
549,3460,hyundai,door,2012,clean vehicle,142106,white,  5npeb4ac2ch437716,mississippi, usa,2 days left
550,18000,mercedes-benz,door,2015,clean vehicle,82411,black,  4jgda5hb2fa567147,florida, usa,2 days left
551,3250,hyundai,door,2015,clean vehicle,111612,gray,  5npdh4ae3fh644096,california, usa,20 hours left
552,3210,nissan,doors,2017,clean vehicle,35251,gray,  3n1ab7apxhy232807,new jersey, usa,17 hours left
553,13200,chevrolet,door,2017,clean vehicle,50408,black,  2gnflfek3h6342356,pennsylvania, usa,2 days left
554,27705,ford,f-150,2019,clean vehicle,15630,gray,  1ftew1e48kfb37676,michigan, usa,19 hours left
555,7200,chevrolet,door,2017,clean vehicle,53273,black,  1g1bc5sm8h7200200,pennsylvania, usa,2 days left
556,28714,ford,f-150,2019,clean vehicle,14786,white,  1ftfw1e58kfb37772,michigan, usa,19 hours left
557,11200,chevrolet,door,2017,clean vehicle,85315,white,  2gnflfek3h6341370,pennsylvania, usa,2 days left
558,27502,ford,f-150,2019,clean vehicle,16146,gray,  1ftew1e45kfb69856,michigan, usa,1 minutes
559,11900,chevrolet,door,2017,clean vehicle,76211,blue,  2gnflfek5h6341662,pennsylvania, usa,2 days left
560,29314,ford,f-150,2019,clean vehicle,15265,gray,  1ftew1ep6kfb85302,michigan, usa,19 hours left
561,11200,chevrolet,door,2017,clean vehicle,79965,silver,  2gnflfek5h6351639,pennsylvania, usa,2 days left
562,27002,ford,f-150,2019,clean vehicle,16059,gray,  1ftew1e55kfb96628,michigan, usa,1 minutes
563,13200,chevrolet,door,2017,clean vehicle,62739,black,  2gnflfek4h6351292,pennsylvania, usa,2 days left
564,28214,ford,f-150,2019,clean vehicle,15569,white,  1ftfw1e51kfc13333,michigan, usa,19 hours left
565,12700,chevrolet,door,2017,clean vehicle,58932,black,  2gnflfek8h6350288,pennsylvania, usa,2 days left
566,29900,ford,f-150,2019,clean vehicle,17488,white,  1ftfw1e55kfb37583,michigan, usa,2 days left
567,12700,chevrolet,door,2017,clean vehicle,60733,black,  2gnflfek7h6351433,pennsylvania, usa,2 days left
568,27202,ford,f-150,2019,clean vehicle,18550,red,  1ftew1e59kfb37761,michigan, usa,1 minutes
569,13500,chevrolet,impala,2018,clean vehicle,53194,white,  2g1105s3xj9121918,new jersey, usa,7 hours left
570,27705,ford,f-150,2019,clean vehicle,17644,silver,  1ftew1e41kfb70194,michigan, usa,19 hours left
571,14700,chevrolet,van,2016,clean vehicle,34454,white,  1gcwgaff9g1216490,pennsylvania, usa,2 days left
572,29900,ford,f-150,2019,clean vehicle,17684,white,  1ftfw1e5xkfc33564,michigan, usa,2 days left
573,4500,chevrolet,door,2015,clean vehicle,83279,gray,  1g1pc5sb0f7185936,pennsylvania, usa,21 hours left
574,27705,ford,f-150,2019,clean vehicle,16600,silver,  1ftew1e41kfb69644,michigan, usa,19 hours left
575,8000,chevrolet,door,2015,clean vehicle,107971,gray,  1gnkrgkd8fj279098,pennsylvania, usa,21 hours left
576,25511,ford,f-150,2019,clean vehicle,17801,silver,  1ftfw1e43kfb97031,michigan, usa,19 hours left
577,7700,chevrolet,colorado,2015,clean vehicle,94150,white,  1gchsaea7f1213972,pennsylvania, usa,2 days left
578,29900,ford,f-150,2019,clean vehicle,17159,silver,  1ftfw1e53kfc33535,michigan, usa,2 days left
579,7200,chevrolet,van,2015,clean vehicle,80711,white,  3n63m0yn5fk720622,pennsylvania, usa,2 days left
580,27502,ford,f-150,2019,clean vehicle,17983,red,  1ftew1e55kfb69820,michigan, usa,1 minutes
581,4500,chevrolet,door,2013,clean vehicle,119981,white,  1gcncpex7dz328593,pennsylvania, usa,21 hours left
582,27402,ford,f-150,2019,clean vehicle,17851,white,  1ftfw1e52kfb51151,michigan, usa,1 minutes
583,1500,chevrolet,sonic,2013,clean vehicle,66079,black,  1g1jg6sb3d4251006,pennsylvania, usa,21 hours left
584,26602,ford,f-150,2019,clean vehicle,18174,white,  1ftew1e42kfb37902,michigan, usa,1 minutes
585,10200,chevrolet,sonic,2019,clean vehicle,7654,black,  1g1jf5sb0k4122201,illinois, usa,2 days left
586,29900,ford,f-150,2019,clean vehicle,18759,black,  1ftfw1e58kfb69878,michigan, usa,2 days left
587,14000,chevrolet,colorado,2019,clean vehicle,11564,white,  1gchsbea7k1232845,illinois, usa,2 days left
588,28500,ford,f-150,2019,clean vehicle,18901,silver,  1ftew1e50kfb51192,michigan, usa,19 hours left
589,8000,chevrolet,door,2016,clean vehicle,86541,black,  2g1115s37g9109571,florida, usa,6 days left
590,29809,ford,f-150,2019,clean vehicle,21157,silver,  1ftfw1e51kfb70029,michigan, usa,19 hours left
591,36900,chevrolet,corvette,2015,clean vehicle,29937,black,  1g1yj2d7xf5106236,florida, usa,16 hours left
592,26902,ford,f-150,2019,clean vehicle,23964,white,  1ftew1e48kfb37905,michigan, usa,1 minutes
593,10950,chevrolet,door,2015,clean vehicle,58504,red,  2gnalbek5f1140499,florida, usa,22 hours left
594,27402,ford,f-150,2019,clean vehicle,20154,white,  1ftew1e59kfb37727,michigan, usa,1 minutes
595,16900,acura,mdx,2014,clean vehicle,63500,silver,  5fryd3h20eb002546,florida, usa,1 days left
596,25600,ford,f-150,2019,clean vehicle,23294,silver,  1ftew1ep1kfb50960,michigan, usa,19 hours left
597,29700,bmw,series,2016,clean vehicle,24293,no_color,  wba7f2c58gge12300,texas, usa,1 days left
598,27702,ford,f-150,2019,clean vehicle,20343,red,  1ftew1e47kfb69647,michigan, usa,1 minutes
599,13500,buick,encore,2016,clean vehicle,19655,red,  kl4cjbsb4gb700424,texas, usa,5 hours left
600,27102,ford,f-150,2019,clean vehicle,19100,white,  1ftew1e53kfb37982,michigan, usa,1 minutes
601,27102,ford,f-150,2019,clean vehicle,20014,white,  1ftew1e54kfa00453,michigan, usa,1 minutes
602,25811,ford,f-150,2019,clean vehicle,21774,black,  1ftew1e59kfb37887,michigan, usa,16 minutes
603,26602,ford,f-150,2019,clean vehicle,21201,white,  1ftew1e59kfb69755,michigan, usa,1 minutes
604,27102,ford,f-150,2019,clean vehicle,21766,white,  1ftew1e49kfb96784,michigan, usa,1 minutes
605,37500,buick,enclave,2019,clean vehicle,12406,gray,  5gaevbkw8kj293388,wisconsin, usa,21 hours left
606,26211,ford,flex,2019,clean vehicle,17977,blue,  2fmhk6dt1kba21554,michigan, usa,21 hours left
607,24205,ford,flex,2019,clean vehicle,22805,silver,  2fmhk6d80kba19788,michigan, usa,2 days left
608,37500,cadillac,xt5,2019,clean vehicle,16013,black,  1gyknfrs3kz252626,wisconsin, usa,21 hours left
609,27111,ford,flex,2019,clean vehicle,14382,black,  2fmhk6dt2kba21630,michigan, usa,21 hours left
610,27411,ford,flex,2019,clean vehicle,9660,black,  2fmhk6dt1kba21571,michigan, usa,21 hours left
611,27302,ford,flex,2019,clean vehicle,18969,black,  2fmhk6dt2kba19683,michigan, usa,2 days left
612,27202,ford,f-150,2019,clean vehicle,24730,gray,  1ftew1ep2kfb70022,michigan, usa,1 minutes
613,26311,ford,flex,2019,clean vehicle,15847,red,  2fmhk6dt5kba19693,michigan, usa,21 hours left
614,26602,ford,f-150,2019,clean vehicle,25009,white,  1ftew1e55kfb51169,michigan, usa,1 minutes
615,33500,bmw,series,2017,clean vehicle,22115,blue,  wbaja7c31hg905802,wisconsin, usa,21 hours left
616,27511,ford,flex,2019,clean vehicle,11836,white,  2fmhk6dt7kba19548,michigan, usa,21 hours left
617,21500,buick,door,2017,clean vehicle,23765,red,  1g4zp5ss5hu137398,wisconsin, usa,2 days left
618,27200,ford,f-150,2019,clean vehicle,25508,silver,  1ftfw1e40kfb69655,michigan, usa,20 hours left
619,26511,ford,flex,2019,clean vehicle,18196,red,  2fmhk6dt9kba19695,michigan, usa,21 hours left
620,24002,ford,flex,2019,clean vehicle,16106,gray,  2fmhk6c81kba19848,michigan, usa,2 days left
621,21500,buick,door,2017,clean vehicle,14907,silver,  1g4zp5ss6hu125437,wisconsin, usa,2 days left
622,18511,ford,fusion,2019,clean vehicle,12735,gray,  3fa6p0ru0kr211641,michigan, usa,20 hours left
623,14000,kia,sorento,2017,clean vehicle,53424,black,  5xypgda51hg221253,connecticut, usa,5 hours left
624,29000,buick,door,2017,clean vehicle,17940,green,  5gakvckd5hj216221,illinois, usa,21 hours left
625,23402,ford,flex,2019,clean vehicle,17417,gray,  2fmhk6c88kba19846,michigan, usa,2 days left
626,13300,kia,door,2017,clean vehicle,37125,no_color,  5xypgda39hg262132,connecticut, usa,5 hours left
627,19700,bmw,x3,2017,clean vehicle,61428,black,  5uxwx9c51h0t09021,wisconsin, usa,2 days left
628,23211,ford,flex,2019,clean vehicle,17025,black,  2fmhk6c85kba19710,michigan, usa,21 hours left
629,15500,kia,sorento,2017,clean vehicle,37668,red,  5xypgda59hg292944,connecticut, usa,5 hours left
630,18111,ford,fusion,2019,clean vehicle,15805,black,  3fa6p0ruxkr244131,michigan, usa,20 hours left
631,21500,kia,sorento,2017,clean vehicle,43761,gray,  5xypkda50hg299327,connecticut, usa,5 hours left
632,25511,ford,mustang,2019,clean vehicle,11342,gray,  1fatp8uh4k5177265,michigan, usa,19 hours left
633,17700,chevrolet,equinox,2017,clean vehicle,35664,blue,  2gnaldek2h1500410,wisconsin, usa,21 hours left
634,28000,chevrolet,cutaway,2017,clean vehicle,12780,white,  1gb3gtcgxh1118909,illinois, usa,21 hours left
635,14000,chevrolet,door,2017,clean vehicle,38458,blue,  1g1ze5st9hf229260,wisconsin, usa,21 hours left
636,21700,chevrolet,door,2017,clean vehicle,34420,silver,  1gnkvgkd4hj314704,wisconsin, usa,21 hours left
637,13500,chevrolet,door,2017,clean vehicle,46497,white,  1g1ze5stxhf257679,wisconsin, usa,21 hours left
638,35500,chevrolet,1500,2017,clean vehicle,21268,no_color,  3gcuksec0hg271643,wisconsin, usa,21 hours left
639,29500,chevrolet,1500,2017,clean vehicle,31029,red,  3gcukrec7hg170656,wisconsin, usa,21 hours left
640,25300,chevrolet,1500,2017,clean vehicle,40878,no_color,  1gcvkrec8hz169908,wisconsin, usa,21 hours left
641,21500,chevrolet,1500,2016,clean vehicle,20270,silver,  3gcuknec9gg224336,new jersey, usa,3 days left
642,25900,chevrolet,door,2016,clean vehicle,32984,blue,  1gcvkrec8gz393856,wisconsin, usa,21 hours left
643,35300,chevrolet,door,2016,clean vehicle,75506,black,  1gnskckc9gr424401,wisconsin, usa,21 hours left
644,13500,chevrolet,door,2016,clean vehicle,39951,red,  1g1bg5sm5g7250863,wisconsin, usa,21 hours left
645,62000,chevrolet,corvette,2016,clean vehicle,19403,white,  1g1yt2d6xg5612796,illinois, usa,21 hours left
646,46000,chevrolet,corvette,2016,clean vehicle,4445,black,  1g1yj2d70g5122320,illinois, usa,2 days left
647,9000,chevrolet,malibu,2016,clean vehicle,67527,gray,  1g1zj5su8gf337274,wisconsin, usa,21 hours left
648,25900,chevrolet,door,2016,clean vehicle,33588,white,  1gcvkrec7gz392164,wisconsin, usa,21 hours left
649,25800,chevrolet,door,2016,clean vehicle,10103,no_color,  1gcvkpec7gz283370,wisconsin, usa,21 hours left
650,17000,chevrolet,door,2016,clean vehicle,26474,gray,  2gnaldek7g6323080,wisconsin, usa,21 hours left
651,12800,chevrolet,door,2016,clean vehicle,40253,white,  1g1ze5st5gf315602,wisconsin, usa,21 hours left
652,47400,chevrolet,3500,2016,clean vehicle,39624,red,  1gc4k0c84gf121926,wisconsin, usa,21 hours left
653,24400,chevrolet,door,2016,clean vehicle,48705,gray,  1gnkvjkd3gj171692,wisconsin, usa,21 hours left
654,17100,chevrolet,trax,2016,clean vehicle,19659,white,  kl7cjrsb9gb542870,wisconsin, usa,2 days left
655,7400,chevrolet,door,2015,clean vehicle,91299,no_color,  1g11c5sl8ff311156,wisconsin, usa,21 hours left
656,33100,chevrolet,door,2015,clean vehicle,81614,gold,  1gnskckc5fr181703,wisconsin, usa,2 days left
657,22000,chevrolet,trax,2020,clean vehicle,179,gray,  3gncjksbxll181398,california, usa,21 hours left
658,35000,chevrolet,1500,2019,clean vehicle,5523,no_color,  3gcpwaef0kg291601,california, usa,2 days left
659,16500,chevrolet,equinox,2019,clean vehicle,29841,silver,  2gnaxkev6k6186886,california, usa,21 hours left
660,35300,chevrolet,1500,2019,clean vehicle,8516,silver,  1gcuwded5kz124282,california, usa,21 hours left
661,26900,chevrolet,traverse,2018,clean vehicle,42941,black,  1gnevhkw8jj148388,missouri, usa,19 hours left
662,11600,chevrolet,trax,2017,clean vehicle,27498,black,  3gncjksb6hl148082,california, usa,21 hours left
663,28100,chevrolet,1500,2017,clean vehicle,31141,silver,  1gcpcrec9hf242498,california, usa,21 hours left
664,27700,chevrolet,1500,2017,clean vehicle,20784,white,  1gcvkrec1hz135955,california, usa,21 hours left
665,17700,chevrolet,passenger,2017,clean vehicle,52667,white,  1gazgpfg0h1169059,california, usa,21 hours left
666,16600,chevrolet,volt,2017,clean vehicle,26003,no_color,  1g1rc6s56hu177143,california, usa,21 hours left
667,63200,chevrolet,corvette,2016,clean vehicle,4266,red,  1g1ys2d6xg5609979,california, usa,2 days left
668,36800,chevrolet,door,2015,clean vehicle,32332,white,  1gc1kweg8ff170135,california, usa,21 hours left
669,19500,chevrolet,passenger,2018,clean vehicle,44333,white,  1gazgpfg7j1254194,texas, usa,1 days left
670,38800,chevrolet,tahoe,2019,clean vehicle,36198,blue,  1gnskbkc0kr335691,oklahoma, usa,21 hours left
671,37500,chevrolet,tahoe,2019,clean vehicle,33331,silver,  1gnskbkc1kr164515,oklahoma, usa,21 hours left
672,35000,chevrolet,suburban,2019,clean vehicle,43082,gray,  1gnskhkcxkr306962,oklahoma, usa,21 hours left
673,31100,chevrolet,camaro,2019,clean vehicle,24561,gray,  1g1fh1r7xk0140397,oklahoma, usa,21 hours left
674,22600,chevrolet,van,2019,clean vehicle,13485,white,  1gcwgafgxk1242467,oklahoma, usa,21 hours left
675,22400,chevrolet,van,2019,clean vehicle,15524,white,  1gcwgafg5k1221297,oklahoma, usa,21 hours left
676,22700,chevrolet,van,2019,clean vehicle,8996,white,  1gcwgafg9k1240337,oklahoma, usa,21 hours left
677,13700,chevrolet,malibu,2019,clean vehicle,47282,silver,  1g1zd5st4kf126371,oklahoma, usa,21 hours left
678,37100,chevrolet,suburban,2019,clean vehicle,34470,black,  1gnskhkcxkr288236,oklahoma, usa,21 hours left
679,18500,chevrolet,colorado,2018,clean vehicle,87264,green,  1gcgtcen5j1157983,oregon, usa,34 minutes
680,18300,chevrolet,2500,2017,clean vehicle,114344,white,  1gc2kveg3hz159933,oregon, usa,34 minutes
681,19000,chevrolet,2500,2017,clean vehicle,111635,white,  1gc2kveg1hz262672,oregon, usa,34 minutes
682,18500,chevrolet,1500,2017,clean vehicle,103955,white,  3gcukrec0hg249327,oregon, usa,34 minutes
683,22500,chevrolet,door,2016,clean vehicle,66640,white,  3gcukrec5gg277008,oregon, usa,34 minutes
684,14500,chevrolet,door,2014,clean vehicle,122018,white,  3gcukrec6eg373324,oregon, usa,34 minutes
685,32800,chevrolet,tahoe,2018,clean vehicle,46915,gray,  1gnskbkc9jr370082,oklahoma, usa,21 hours left
686,12300,chevrolet,malibu,2018,clean vehicle,53599,black,  1g1zd5stxjf140841,oklahoma, usa,21 hours left
687,19600,chevrolet,1500,2018,clean vehicle,41672,gray,  1gcvkreh7jz295386,oklahoma, usa,21 hours left
688,13600,chevrolet,malibu,2018,clean vehicle,36047,white,  1g1zd5st5jf249837,oklahoma, usa,21 hours left
689,7200,chevrolet,spark,2018,clean vehicle,42561,red,  kl8cb6sa3jc459211,oklahoma, usa,21 hours left
690,19900,chevrolet,1500,2018,clean vehicle,40345,white,  1gcvkreh3jz272445,oklahoma, usa,21 hours left
691,13000,chevrolet,malibu,2018,clean vehicle,41751,gray,  1g1zd5st8jf242655,oklahoma, usa,21 hours left
692,19700,chevrolet,door,2016,clean vehicle,27593,white,  1gcvkrec0gz118434,oklahoma, usa,21 hours left
693,9400,chevrolet,door,2017,clean vehicle,24009,blue,  1g1be5sm4h7275597,oklahoma, usa,21 hours left
694,23800,chevrolet,1500,2017,clean vehicle,85697,white,  3gcukrecxhg319917,oklahoma, usa,21 hours left
695,17700,chevrolet,equinox,2019,clean vehicle,25223,white,  3gnaxuev8ks588177,new york, usa,18 hours left
696,17000,chevrolet,door,2015,clean vehicle,27927,white,  2g1ff1e3xf9185411,oklahoma, usa,21 hours left
697,14000,chevrolet,door,2014,clean vehicle,135127,red,  3gcpcreh4eg204053,florida, usa,2 days left
698,32100,chevrolet,2500,2018,clean vehicle,55532,white,  1gc1kvey2jf198038,pennsylvania, usa,21 hours left
699,33100,chevrolet,2500,2019,clean vehicle,72172,white,  1gc1ksey8kf114255,pennsylvania, usa,21 hours left
700,31600,chevrolet,2500,2018,clean vehicle,57751,white,  1gc1kvey3jf197819,pennsylvania, usa,21 hours left
701,5100,chevrolet,door,2013,clean vehicle,96314,gray,  3gnal3ek3ds630172,pennsylvania, usa,21 hours left
702,4100,chevrolet,door,2013,clean vehicle,89152,blue,  1g1pa5sgxd7225194,pennsylvania, usa,21 hours left
703,7200,chevrolet,door,2014,clean vehicle,114660,silver,  2gnflfek5e6237636,texas, usa,6 hours left
704,12800,chevrolet,1500,2014,clean vehicle,177322,white,  3gcuksej4eg356687,texas, usa,7 hours left
